en_text,fa_text
"i mean, who knows what'll happen?",معلوم نیست قراره چی بشه
"but we're gonna go. -okay, bye.",ولی ما دیگه می‌ریم - خیلی‌خب، خداحافظ -
news flash: time moves in one direction.,زمان به. یک جهت حرکت میکنه
she's not gonna break it.,نمی‌زنه زیرش
and do what with him?,و بعد باهاش چیکار کنی؟
you understand?,می‌فهمی؟
"and i hooked up the printer, got you an e-mail--",",و من پرینترو درست کردم …ایمیل داره"
"carry your things, watch you sleep.",وسایلت رو حمل و موقع خواب تماشا کنم
but i'd like to know.,ولی میخوام بدونم
i washed your butt for you.,کونتو برات شستم
get off the field!,! از زمین برید بیرون
then why am i in a cat?,پس چرا من توی گربه‌ام؟
"yeah, yeah, yeah. absolutely.",باشه. باشه. حتما
"he died, and my mom can't even stand the sight of me.","اون مرد,و مادرم. حتی تحمل دیدنمو نداشت"
but th... but they're still kind of flat.,اما بازم دو بعدی‌ه
"yeah, you did great today, honey.",اره. امروز عملکردت عالی بود عزیزم
it's right there! right there!,! اونجاست! اونجاست
who was actually waving at a girl behind her.,دست تکون داد و فکر کرد با اون بوده
"we're not gonna leave them, but we got to move! we got to move!",ول‌شون نمی‌کنیم! اما باید حرکت کنیم! باید حرکت کنیم
"i'm brave, but i get scared.",. من شجاعم من می‌ترسم
"no, no, no.",نه، نه، نه
"i like it. right? - looking good, looking good.",خوبه، نه؟ - خوش‌تیپ شدن، خوش‌تیپ شدن -
until now.,تا الان نمی‌شد
went for a little drive.,رفتیم یکم دور زدیم
"uh... -i can take notes,",…اه - می‌تونم یادداشت‌برداری کنم -
the tiger got sick and died.,ببره مریض شد و مرد
"let's go, foghorns!",شیپور قهرمان می‌شه
why don't you just blind yourself while you're at it?,چرا خودتون رو به کوری می‌زنید وقتی‌که واقعا کور ید
"we just need to find it, download it all.",فقط باید پیداش کنیم و اطلاعاتش رو دانلود کنیم
"hey, um, you want to hang out later?",هی …می‌خوای بعدا با هم بریم بیرون؟
but that's not a bad thing.,ولی اینکه چیز بدی نیست
i'll transfer it to you right now.,همین الان بهت واریز می‌کنم
"go, go, go! go, go, go!",! برو، برو، برو! برو، برو، برو
already?,قبل ازین؟
poor fellow.,رفیق بیچاره
"okay, so how do we get our sense of self",خیلی‌خب، چطور هویت‌مون رو از اینجا
you okay?,خوبی؟
fuck!,لعنتی
but then she didn't.,اما بعدش نداد
"what it destroys, what it takes from us.",چیزهایی که نابود می‌کنه چیزهایی که ازمون می‌گیره
but i'm glad you did this time.,اما خوش‌حالم این دفعه انجامش دادی
it's okay. it's okay.,چیزی نیست چیزی نیست
there's no way you woulda known isaac woulda...,…امکان نداره که میدونستی ایزاک
"and you did amazing things,",و کارهای بی‌نظیری انجام دادی
i'm not done. i'm not done. run!,من نمردم! من نمردم، بودید
"oh, and the wind shear is strong.",اوه، چینش باد خیلی قوی‌ه
i hung on your every breath...,من روی هر نفس تو …اویزون بودم
were you tracking cells out this way?,سلول‌هایی که توی مسیر اینجانب رو بررسی کردی؟
"you got a real sweaty palm there, buddy.",دستت خیلی عرق کرده رفیق
mel!,! «مل»
"well, you know, for a coffee shop.",خب، خودت میدونی برای یه کافی‌شاپ
i did a story about a guy who kept a tiger in his apartment...,من دارم یه داستان در مورد یه یارویی نوشتم که یه ببر رو توی اپارتمانش نگه داشته بود
"no, no, no!",نه، نه، نه
really. it might not even be fun for you.,جدی میگم، شاید اصلا برات جالب نباشه
and read it.,و بخونیمش
glad you're up and about. - how may i direct your call?,خوشحالم هشیار شدیم با کی کار دارین؟
"remember, you kids, do not try this at home.",یادتون باشه بچه‌ها این کار رو توی خونه امتحان نکنید
i need to get out of here.,. من باید اینجا برم
oh. found 'em.,اوه، پیداشون کردم
nobody's perfect.,هیچکس بی‌نقص نیست
what is happening right now?,الان داره چه اتفاقی می‌افته؟
will they like us tomorrow?,فردا ازمون متنفر نمی‌شن؟
it's what i was born to do. that's my spark.,به دنیا اومدم برای پیانو زدن این جرقه منه
"no, he didn't.",نه، نتوانست
"""using superabsorbent polymers","…با استفاده از پلیمرهای فوق جاذب """
"goodbye, friends.",خدانگهدار دوستان
barrels.,بشکه‌ها
"no, no, no! don't! -i don't have a good grip!",نه، نه، نکن - نمی‌تونم کنترلش کنم -
and we'll be out of this in no time.,و سریع کلکش کنده میشه
"yes, 'cause it's the right thing.","چرا,چون این کار. درسته"
it's like a...,…این مثله
i'm sorry. i'm sorry. excuse me.,ببخشید، ببخشید، ببخشید
"well, that's a preview of the next 10 years.",خب، شاهد پیش‌نمایش شده سال اینده بودیم
"""this?"" says the young fish. ""this is water.",ماهی جوون میگه این؟، این اب؟
it's fine!,طوری نیست بابا
quit?,انصراف؟
"i don't know, lifeguard. what about mel?",. نمیدونم، غریق نجات مل «چی؟»
i'm too gross to go to camp or anywhere ever again!,کثیف‌تر از این حرف‌هام که بخوام برم اردو یا جای دیگه
"we even had an agreement, didn't we?",حتی به توافقی رسیدیم. نه؟
everything's gonna be fine.,همه چیز خوب میشه
i should lock my doors.,من باید حواسم به در هام باشه
they're leaving in a week?,اونا تا یه هفته‌ی دیگه میرن؟
help!,! کمک کن
we've stayed in every motel in oklahoma.,ما توی همه مسافرخونه‌های اکلاهما، اتاق گرفتیم
"i know, right?",دقیقا
"oh, that's good.",اوه، خوبه
they make me come to one of these you seminars.,مجبورم می‌کنم بیام به یکی از این سمینار‌های شما
we just left our best friends behind.,دوست‌های صمیمی‌مون رو جا گذاشتیم
no.,نه
there you go. - thank you.,بفرما - ممنون -
"that moonwind guy, he messed this up.",اون یارو مون وید همه چیزو خراب کرد
"go, go, go!",یالا، یالا
"yeah, i was.",اره، ترسیدم
all right.,خیلی خب
see? i told the other girls you'd figure it out.,می‌بینی؟ به بقیه دخترها گفته بودم که حلش می‌کنی
"it's minnesota, sweetie. -no, no, no.",اهل مینه‌سوتام عزیزم - نه، نه -
i don't know what's wrong?,نمیدونم چی شده
"okay, there's no tornado.",خیلی‌خب، گردبادی در کار نیست
why did she stop?,چرا گذاشته زمین؟
that we obviously are. -pardon. excusez moi.,و می‌فهمن که تظاهر کردیم - ببخشید -
"i wanted to be, i don't know.",می‌خواستم …نمیدونم
but that's why i'm trying to have a conversation with you about cap rates. right.,ولی این دلیلیه که من میخوام با تو صحبت کنم در مورد نرخ کالا، اره
mm.,هم
"we're safe, oh my god.",جان امنه خدای من
"oh, yeah? why's that?",اوه، جدا؟ اون وقت چرا؟
that's tyler owens.,اون تایلر اونزه
"but seriously, stay away from those processed foods.",ولی جدا سمت غذاهای حاضری نرو
"naked as the day she was born... oh, my god.",…از خونه دوید بیرون - اوه خدای من -
yes! please tell me this isn't happening.,! اره لطفا بهم بگو که این اتفاق نمی‌افتاده
"oh, no, you don't.",اوه، نه اینکارو نمی‌کنی
just like she said.,همونجور که گفت
"but, but, but he'll die.",ولی میمیره
it's reducing.,داره کم می‌شه
were you even talking? i can't remember.,اصلا کجا بودیم؟ یادم نمیاد
aren't we already good at hockey?,مگه همین الانش هم توی هاکی ماهر نیستیم؟
"yeah, that's probably best for everybody.",احتمالا اینجوری به صلاح همه‌ست
"and ""b,"" your classes don't suck.",کلاست مصرف نیست
"now you don't remember it, but you've been here before.",شما الان یادتون نمیاد اما قبلا اینجا بودید
here we go.,برو بریم
"we gotta get our mouth guard, people.",به محافظ دندان نیاز داریم
"well, we'll have to perform",…خب، ما باید
"first, we don't take this camp seriously,",اولی، جدی نگرفتن اردو
i didn't mean to get the whole team skating lines.,نمی‌خواستم تیم به‌خاطر من تنبیه بشه
come on!,! زودباش
okay. - yeah.,باشه - خیلی‌خب -
